Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TSHomeNew,,,,2023-08-28 13:19:08,2023-08-28 13:19:09,1.033s,FAILED
,,,,,,,
Test Cases/PetStore2_HomePage/Verify_HomePage,,,,2023-08-28 13:19:09,2023-08-28 13:19:09,0.035s,FAILED
"openBrowser("""")",,,,2023-08-28 13:19:09,2023-08-28 13:19:09,0.021s,FAILED
